OID_,Value,DepoZone,EUcropClas,SlopeClass,DepoZones,CropShort,SlopeTxt,lucode,Ndeposition,NUE,PUE,load_n,eff_n,crit_len_n,proportion_subsurface_n,load_p,eff_p,crit_len_p
0,1,0,5,1,<0.216 kg ha,Water & Wetlands,<= 1/2 STD = < 2.53 degrees,1,0.76596266,0.554061227,0.753258803,0.341572449,0,200,0.999401629,0,0,200
1,2,0,1,1,<0.216 kg ha,NaturalTrees,<= 1/2 STD = < 2.53 degrees,2,0.904905021,0.55013369,0.751791444,0.407086283,0.55292207,200,0.999798,0,0.55292207,200
2,3,0,5,2,<0.216 kg ha,Water & Wetlands,<= mean = 2.531- 5.06 degrees,3,0.661193073,0.55013369,0.751791444,0.297448488,0,200,0.999218106,0,0,200
3,4,0,1,2,<0.216 kg ha,NaturalTrees,<= mean = 2.531- 5.06 degrees,4,0.891883314,0.55013369,0.751791444,0.401228255,0.552428842,200,0.999766767,0,0.552428842,200
4,5,0,1,3,<0.216 kg ha,NaturalTrees,<= mean + 1 STD = 5.061-12.225 degrees,5,0.864981294,0.55013369,0.751791444,0.389125943,0.320147961,200,0.999836624,0,0.320147961,200
5,6,0,1,4,<0.216 kg ha,NaturalTrees,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,6,0.818892539,0.55013369,0.751791444,0.368392165,0.049379006,200,0.999911308,0,0.049379006,200
6,7,0,5,3,<0.216 kg ha,Water & Wetlands,<= mean + 1 STD = 5.061-12.225 degrees,7,0.661193073,0.55013369,0.751791444,0.297448488,0,200,0.99919647,0,0,200
7,8,0,5,4,<0.216 kg ha,Water & Wetlands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,8,0.661193073,0.55013369,0.751791444,0.297448488,0,200,0.999344885,0,0,200
8,9,0,2,1,<0.216 kg ha,Non-wood Natural,<= 1/2 STD = < 2.53 degrees,9,0.735072792,0.55013369,0.751791444,0.330684485,0,200,0.999929726,0,0,200
9,10,0,2,2,<0.216 kg ha,Non-wood Natural,<= mean = 2.531- 5.06 degrees,10,0.622425497,0.55013369,0.751791444,0.280008262,0,200,0.999627471,0,0,200
10,11,0,2,3,<0.216 kg ha,Non-wood Natural,<= mean + 1 STD = 5.061-12.225 degrees,11,0.631272256,0.55013369,0.751791444,0.28398812,0,200,0.999532163,0,0,200
11,12,0,1,5,<0.216 kg ha,NaturalTrees,> mean + 3STD = 26.558-89.281 degrees,12,0.784723222,0.55013369,0.751791444,0.35302054,0,200,0.999902308,0,0,200
12,13,0,2,4,<0.216 kg ha,Non-wood Natural,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,13,0.65430212,0.55013369,0.751791444,0.29434848,0,200,0.999333084,0,0,200
13,14,0,2,5,<0.216 kg ha,Non-wood Natural,> mean + 3STD = 26.558-89.281 degrees,14,0.650373518,0.55013369,0.751791444,0.292581135,0,200,0.99877882,0,0,200
14,15,0,5,5,<0.216 kg ha,Water & Wetlands,> mean + 3STD = 26.558-89.281 degrees,15,0.661193073,0.55013369,0.751791444,0.297448488,0,200,0,0,0,200
15,16,0,4,1,<0.216 kg ha,Built-up and artificial,<= 1/2 STD = < 2.53 degrees,16,0.790953398,0.55013369,0.751791444,0.355823287,0,200,0.998304009,0,0,200
16,17,0,4,2,<0.216 kg ha,Built-up and artificial,<= mean = 2.531- 5.06 degrees,17,0.776195884,0.55013369,0.751791444,0.349184378,0.01433531,200,0.998201907,0,0.01433531,200
17,18,0,4,3,<0.216 kg ha,Built-up and artificial,<= mean + 1 STD = 5.061-12.225 degrees,18,0.778136909,0.55013369,0.751791444,0.35005758,0.010845556,200,0.99837476,0,0.010845556,200
18,19,0,4,4,<0.216 kg ha,Built-up and artificial,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,19,0.693318725,0.55013369,0.751791444,0.311900736,0,200,0.998730421,0,0,200
19,20,0,4,5,<0.216 kg ha,Built-up and artificial,> mean + 3STD = 26.558-89.281 degrees,20,0.624658525,0.55013369,0.751791444,0.281012826,0,200,0.997407496,0,0,200
20,21,0,3,3,<0.216 kg ha,Cropland,<= mean + 1 STD = 5.061-12.225 degrees,21,0.777783573,0.55013369,0.751791444,0.349898626,0,200,0.99126339,0,0,200
21,22,0,3,2,<0.216 kg ha,Cropland,<= mean = 2.531- 5.06 degrees,22,0.822983772,0.55013369,0.751791444,0.370232673,0,200,0.992071152,0,0,200
22,23,0,3,1,<0.216 kg ha,Cropland,<= 1/2 STD = < 2.53 degrees,23,0.828317285,0.55013369,0.751791444,0.372632041,0.01169035,200,0.992761731,0,0.01169035,200
23,24,2,5,1,1.001-2 kg ha,Water & Wetlands,<= 1/2 STD = < 2.53 degrees,24,1.423016548,0,0.8,1.423016548,0.001122105,200,0.99851954,0,0.001122105,200
24,25,2,2,1,1.001-2 kg ha,Non-wood Natural,<= 1/2 STD = < 2.53 degrees,25,1.286987901,0.91,0.75,0.115828911,0.356796116,200,0.999907911,0,0.356796116,200
25,26,2,2,3,1.001-2 kg ha,Non-wood Natural,<= mean + 1 STD = 5.061-12.225 degrees,26,1.247187257,0.89,0.52,0.137190598,0,200,0.9995386,0,0,200
26,27,2,2,4,1.001-2 kg ha,Non-wood Natural,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,27,1.275203347,0,0.24,1.275203347,0,200,0.998494983,0,0,200
27,28,2,1,1,1.001-2 kg ha,NaturalTrees,<= 1/2 STD = < 2.53 degrees,28,1.414210796,0,0.8,1.414210796,0.899999976,200,0.999696136,0,0.899999976,200
28,29,2,2,2,1.001-2 kg ha,Non-wood Natural,<= mean = 2.531- 5.06 degrees,29,1.24835813,0.91,0.53,0.112352232,0.028052723,200,0.999792576,0,0.028052723,200
29,30,2,5,3,1.001-2 kg ha,Water & Wetlands,<= mean + 1 STD = 5.061-12.225 degrees,30,1.410172582,0,0.77,1.410172582,0.08791595,200,0.998941749,0,0.08791595,200
30,31,2,5,2,1.001-2 kg ha,Water & Wetlands,<= mean = 2.531- 5.06 degrees,31,1.442181945,0.03,0.78,1.398916487,0.196044698,200,0.99839294,0,0.196044698,200
31,32,2,5,4,1.001-2 kg ha,Water & Wetlands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,32,1.369546771,0,0.75,1.369546771,0.005618358,200,0.999991536,0,0.005618358,200
32,33,2,2,5,1.001-2 kg ha,Non-wood Natural,> mean + 3STD = 26.558-89.281 degrees,33,1.309836626,0,0.31,1.309836626,0,200,0.997028232,0,0,200
33,34,2,1,4,1.001-2 kg ha,NaturalTrees,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,34,1.409870148,0,0.26,1.409870148,0.743599951,200,0.999345541,0,0.743599951,200
34,35,2,1,3,1.001-2 kg ha,NaturalTrees,<= mean + 1 STD = 5.061-12.225 degrees,35,1.388764977,0,0.75,1.388764977,0.899999976,200,0.998989046,0,0.899999976,200
35,36,2,1,2,1.001-2 kg ha,NaturalTrees,<= mean = 2.531- 5.06 degrees,36,1.396020889,0,0.8,1.396020889,0.899999976,200,0.999303818,0,0.899999976,200
36,37,2,1,5,1.001-2 kg ha,NaturalTrees,> mean + 3STD = 26.558-89.281 degrees,37,1.433452845,0,0.21,1.433452845,0.133342102,200,0.999388456,0,0.133342102,200
37,38,2,4,1,1.001-2 kg ha,Built-up and artificial,<= 1/2 STD = < 2.53 degrees,38,1.474091172,0,0.76,1.474091172,0.010367389,200,0.995037287,0,0.010367389,200
38,39,2,5,5,1.001-2 kg ha,Water & Wetlands,> mean + 3STD = 26.558-89.281 degrees,39,1.297454059,0,0.81,1.297454059,0,200,0.99999702,0,0,200
39,40,2,4,4,1.001-2 kg ha,Built-up and artificial,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,40,1.433507562,0,0.24,1.433507562,0.049084637,200,0.990013182,0,0.049084637,200
40,41,2,4,3,1.001-2 kg ha,Built-up and artificial,<= mean + 1 STD = 5.061-12.225 degrees,41,1.458948433,0,0.21,1.458948433,0.027610108,200,0.992616236,0,0.027610108,200
41,42,2,4,2,1.001-2 kg ha,Built-up and artificial,<= mean = 2.531- 5.06 degrees,42,1.481505632,0.03,0.76,1.437060463,0.007666559,200,0.994331777,0,0.007666559,200
42,43,2,4,5,1.001-2 kg ha,Built-up and artificial,> mean + 3STD = 26.558-89.281 degrees,43,1.467573643,0,0.21,1.467573643,0.004182745,200,0.989406228,0,0.004182745,200
43,44,2,3,1,1.001-2 kg ha,Cropland,<= 1/2 STD = < 2.53 degrees,44,1.347001791,0,0.8,1.347001791,0.53143239,200,0.980035007,0,0.53143239,200
44,45,2,3,2,1.001-2 kg ha,Cropland,<= mean = 2.531- 5.06 degrees,45,1.270325661,0,0.8,1.270325661,0.445738465,200,0.977003932,0,0.445738465,200
45,46,2,3,3,1.001-2 kg ha,Cropland,<= mean + 1 STD = 5.061-12.225 degrees,46,1.234653354,0,0.75,1.234653354,0.34034884,200,0.97764498,0,0.34034884,200
46,47,2,3,4,1.001-2 kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,47,1.174113691,0,0.56,1.174113691,0.098024942,200,0.981844038,0,0.098024942,200
47,48,0,3,4,<0.216 kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,48,0.665148854,0.55013369,0.751791444,0.299228061,0,200,0.991402,0,0,200
48,49,0,3,5,<0.216 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,49,0.611217797,0.55013369,0.751791444,0.274966295,0,200,0.992183208,0,0,200
49,50,0,6,1,<0.216 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,50,0.779587984,0.55013369,0.751791444,0.35071037,0,200,0.987245649,0,0,200
50,51,0,6,3,<0.216 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,51,0.58272481,0.55013369,0.751791444,0.26214826,0,200,0.992839813,0,0,200
51,52,0,6,2,<0.216 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,52,0.586503357,0.55013369,0.751791444,0.263848101,0,200,0.992816091,0,0,200
52,53,2,3,5,1.001-2 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,53,1.170655847,0.89,0.56,0.128772143,0.002642743,200,0.984587193,0,0.002642743,200
53,54,2,6,1,1.001-2 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,54,1.627290487,0,0.8,1.627290487,0.817418337,200,0.944739878,0,0.817418337,200
54,55,3,1,1,2.001-3 kg ha,NaturalTrees,<= 1/2 STD = < 2.53 degrees,55,2.582034588,0.64,0.86,0.929532452,0.899999976,200,0.999330461,0,0.899999976,200
55,56,3,2,1,2.001-3 kg ha,Non-wood Natural,<= 1/2 STD = < 2.53 degrees,56,2.368721008,0.89,0.78,0.260559311,0.529982805,200,0.999782741,0,0.529982805,200
56,57,3,1,2,2.001-3 kg ha,NaturalTrees,<= mean = 2.531- 5.06 degrees,57,2.519329786,0.64,0.7,0.906958723,0.899999976,200,0.998884082,0,0.899999976,200
57,58,3,1,3,2.001-3 kg ha,NaturalTrees,<= mean + 1 STD = 5.061-12.225 degrees,58,2.539269209,0.64,0.68,0.914136915,0.875384271,200,0.997990966,0,0.875384271,200
58,59,3,2,3,2.001-3 kg ha,Non-wood Natural,<= mean + 1 STD = 5.061-12.225 degrees,59,2.363909721,0.79,0.61,0.496421041,0.209180504,200,0.99878782,0,0.209180504,200
59,60,3,4,3,2.001-3 kg ha,Built-up and artificial,<= mean + 1 STD = 5.061-12.225 degrees,60,2.556435823,0.62,0.61,0.971445613,0.075232163,200,0.970381528,0,0.075232163,200
60,61,3,4,1,2.001-3 kg ha,Built-up and artificial,<= 1/2 STD = < 2.53 degrees,61,2.674465418,0.69,0.71,0.82908428,0.053285737,200,0.979987144,0,0.053285737,200
61,62,3,2,2,2.001-3 kg ha,Non-wood Natural,<= mean = 2.531- 5.06 degrees,62,2.33161974,0.85,0.66,0.349742961,0.344229698,200,0.999652088,0,0.344229698,200
62,63,3,5,1,2.001-3 kg ha,Water & Wetlands,<= 1/2 STD = < 2.53 degrees,63,2.565444946,0.68,0.84,0.820942383,0,200,0.995392919,0,0,200
63,64,3,5,2,2.001-3 kg ha,Water & Wetlands,<= mean = 2.531- 5.06 degrees,64,2.389113307,0.69,0.81,0.740625125,0.08022473,200,0.997413576,0,0.08022473,200
64,65,3,5,3,2.001-3 kg ha,Water & Wetlands,<= mean + 1 STD = 5.061-12.225 degrees,65,2.425682545,0.67,0.81,0.80047524,0.00925099,200,0.999857783,0,0.00925099,200
65,66,3,5,4,2.001-3 kg ha,Water & Wetlands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,66,2.459510088,0.69,0.72,0.762448127,0,200,1,0,0,200
66,67,3,1,4,2.001-3 kg ha,NaturalTrees,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,67,2.541066647,0.57,0.66,1.092658658,0.442643821,200,0.996709704,0,0.442643821,200
67,68,0,6,4,<0.216 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,68,0.598381221,0.55013369,0.751791444,0.269191552,0,200,0.999645382,0,0,200
68,69,2,6,2,1.001-2 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,69,1.594779491,0,0.8,1.594779491,0.899999976,200,0.93669942,0,0.899999976,200
69,70,2,6,3,1.001-2 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,70,1.630239606,0,0.75,1.630239606,0.87973392,200,0.951627851,0,0.87973392,200
70,71,2,6,4,1.001-2 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,71,1.76713717,0,0.52,1.76713717,0.830060899,200,0.941792488,0,0.830060899,200
71,72,3,4,2,2.001-3 kg ha,Built-up and artificial,<= mean = 2.531- 5.06 degrees,72,2.590934992,0.66,0.62,0.880917897,0.053438995,200,0.975938797,0,0.053438995,200
72,73,3,4,4,2.001-3 kg ha,Built-up and artificial,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,73,2.556448698,0.12,0.53,2.249674854,0.108247004,200,0.932678699,0,0.108247004,200
73,74,3,2,4,2.001-3 kg ha,Non-wood Natural,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,74,2.435679674,0.12,0.53,2.143398113,0,200,0.995828271,0,0,200
74,75,3,1,5,2.001-3 kg ha,NaturalTrees,> mean + 3STD = 26.558-89.281 degrees,75,2.51731801,0.12,0.58,2.215239849,0.090890862,200,0.98904264,0,0.090890862,200
75,76,3,2,5,2.001-3 kg ha,Non-wood Natural,> mean + 3STD = 26.558-89.281 degrees,76,2.476405263,0.11,0.57,2.204000684,0,200,0.978746295,0,0,200
76,77,3,5,5,2.001-3 kg ha,Water & Wetlands,> mean + 3STD = 26.558-89.281 degrees,77,2.496199131,0.86,0.7,0.349467878,0,200,1,0,0,200
77,78,3,4,5,2.001-3 kg ha,Built-up and artificial,> mean + 3STD = 26.558-89.281 degrees,78,2.589762092,0.24,0.625,1.96821919,0.029401785,200,0.949598193,0,0.029401785,200
78,79,3,3,1,2.001-3 kg ha,Cropland,<= 1/2 STD = < 2.53 degrees,79,2.704679728,0.77,1.05,0.622076337,0.561836064,200,0.933897197,0,0.561836064,200
79,80,3,3,2,2.001-3 kg ha,Cropland,<= mean = 2.531- 5.06 degrees,80,2.622816324,0.78,0.83,0.577019591,0.548491657,200,0.942374885,0,0.548491657,200
80,81,3,3,3,2.001-3 kg ha,Cropland,<= mean + 1 STD = 5.061-12.225 degrees,81,2.559337139,0.83,0.81,0.435087314,0.565321863,200,0.946563721,0,0.565321863,200
81,82,3,3,4,2.001-3 kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,82,2.476965904,0.79,0.66,0.52016284,0.234476,200,0.93427971,0,0.234476,200
82,83,0,6,5,<0.216 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,83,0.520442009,0.55013369,0.751791444,0.234129326,0,200,0.97934711,0,0,200
83,84,3,3,5,2.001-3 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,84,2.502897501,0.84,0.53,0.4004636,0.069173366,200,0.928890467,0,0.069173366,200
84,85,4,5,1,3.001-4 kg ha,Water & Wetlands,<= 1/2 STD = < 2.53 degrees,85,3.451575279,0.62,0.83,1.311598606,0,200,0.994070411,0,0,200
85,86,4,3,1,3.001-4 kg ha,Cropland,<= 1/2 STD = < 2.53 degrees,86,3.545875072,0.64,0.69,1.276515026,0.181069732,200,0.361181527,0,0.181069732,200
86,87,4,2,1,3.001-4 kg ha,Non-wood Natural,<= 1/2 STD = < 2.53 degrees,87,3.510708809,0.69,0.68,1.088319731,0.360370964,200,0.99723047,0,0.360370964,200
87,88,4,2,2,3.001-4 kg ha,Non-wood Natural,<= mean = 2.531- 5.06 degrees,88,3.546271324,0.64,0.61,1.276657677,0.31454286,200,0.968409538,0,0.31454286,200
88,89,4,2,3,3.001-4 kg ha,Non-wood Natural,<= mean + 1 STD = 5.061-12.225 degrees,89,3.533405304,0.65,0.61,1.236691856,0.165608123,200,0.964167118,0,0.165608123,200
89,90,4,2,4,3.001-4 kg ha,Non-wood Natural,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,90,3.535396099,0.66,0.59,1.202034674,0.00715275,200,0.940725267,0,0.00715275,200
90,91,4,5,2,3.001-4 kg ha,Water & Wetlands,<= mean = 2.531- 5.06 degrees,91,3.502781153,0.65,0.78,1.225973404,0.007435996,200,0.996938884,0,0.007435996,200
91,92,4,3,2,3.001-4 kg ha,Cropland,<= mean = 2.531- 5.06 degrees,92,3.62177968,0.59,0.61,1.484929669,0.185899988,200,0.07258226,0,0.185899988,200
92,93,4,4,1,3.001-4 kg ha,Built-up and artificial,<= 1/2 STD = < 2.53 degrees,93,3.479958534,0.69,0.62,1.078787146,0,200,0.934418857,0,0,200
93,94,4,3,3,3.001-4 kg ha,Cropland,<= mean + 1 STD = 5.061-12.225 degrees,94,3.637318134,0.64,0.63,1.309434528,0.194578975,200,0.056544282,0,0.194578975,200
94,95,4,3,4,3.001-4 kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,95,3.591464996,0.65,0.68,1.257012749,0.115118161,200,0.12851201,0,0.115118161,200
95,96,4,4,4,3.001-4 kg ha,Built-up and artificial,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,96,3.599520683,0.61,0.59,1.403813066,0.210700125,200,0.686917305,0,0.210700125,200
96,97,4,4,3,3.001-4 kg ha,Built-up and artificial,<= mean + 1 STD = 5.061-12.225 degrees,97,3.608285189,0.65,0.61,1.262899816,0.042283967,200,0.641827196,0,0.042283967,200
97,98,4,4,2,3.001-4 kg ha,Built-up and artificial,<= mean = 2.531- 5.06 degrees,98,3.548931837,0.69,0.62,1.100168869,0,200,0.686801612,0,0,200
98,99,4,2,5,3.001-4 kg ha,Non-wood Natural,> mean + 3STD = 26.558-89.281 degrees,99,3.510027409,0.18,0.59,2.878222475,0,200,0.943438649,0,0,200
99,100,4,3,5,3.001-4 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,100,3.530732155,0.61,0.63,1.37698554,0.039600004,200,0.902968079,0,0.039600004,200
100,101,4,1,1,3.001-4 kg ha,NaturalTrees,<= 1/2 STD = < 2.53 degrees,101,3.439529896,0.62,0.65,1.30702136,0.843409657,200,0.996064365,0,0.843409657,200
101,102,4,1,2,3.001-4 kg ha,NaturalTrees,<= mean = 2.531- 5.06 degrees,102,3.531678915,0.6,0.63,1.412671566,0.745316863,200,0.987802625,0,0.745316863,200
102,103,4,1,3,3.001-4 kg ha,NaturalTrees,<= mean + 1 STD = 5.061-12.225 degrees,103,3.590662241,0.61,0.63,1.400358274,0.729368746,200,0.392166317,0,0.729368746,200
103,104,4,5,3,3.001-4 kg ha,Water & Wetlands,<= mean + 1 STD = 5.061-12.225 degrees,104,3.510725975,0.6,0.73,1.40429039,0.027830994,200,1,0,0.027830994,200
104,105,4,5,4,3.001-4 kg ha,Water & Wetlands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,105,3.575187325,0.59,0.71,1.465826803,0.03611619,200,1,0,0.03611619,200
105,106,4,5,5,3.001-4 kg ha,Water & Wetlands,> mean + 3STD = 26.558-89.281 degrees,106,3.477127314,0.59,0.73,1.425622199,0,200,1,0,0,200
106,107,5,5,1,6.001-6 kg ha,Water & Wetlands,<= 1/2 STD = < 2.53 degrees,107,4.596653461,0.69,1.02,1.424962573,0,200,0.971969247,0,0,200
107,108,5,2,1,6.001-6 kg ha,Non-wood Natural,<= 1/2 STD = < 2.53 degrees,108,4.649921894,0.68,0.69,1.487975006,0.052219294,200,0.645875037,0,0.052219294,200
108,109,5,5,2,6.001-6 kg ha,Water & Wetlands,<= mean = 2.531- 5.06 degrees,109,4.587389469,0.7,0.79,1.376216841,0.016051631,200,0.973882109,0,0.016051631,200
109,110,5,3,1,6.001-6 kg ha,Cropland,<= 1/2 STD = < 2.53 degrees,110,4.684054852,0.64,0.64,1.686259747,0,200,0.049671732,0,0,200
110,111,5,2,2,6.001-6 kg ha,Non-wood Natural,<= mean = 2.531- 5.06 degrees,111,4.61796999,0.68,0.66,1.477750397,0.111545369,200,0.615418077,0,0.111545369,200
111,112,5,1,1,6.001-6 kg ha,NaturalTrees,<= 1/2 STD = < 2.53 degrees,112,4.618375778,0.63,0.64,1.708799038,0.582912445,200,0.983549595,0,0.582912445,200
112,113,5,4,1,6.001-6 kg ha,Built-up and artificial,<= 1/2 STD = < 2.53 degrees,113,4.637729645,0.63,0.65,1.715959969,0.01441483,200,0.847257435,0,0.01441483,200
113,114,5,2,3,6.001-6 kg ha,Non-wood Natural,<= mean + 1 STD = 5.061-12.225 degrees,114,4.609925747,0.62,0.63,1.751771784,0.228412837,200,0.838625073,0,0.228412837,200
114,115,5,3,2,6.001-6 kg ha,Cropland,<= mean = 2.531- 5.06 degrees,115,4.677743435,0.63,0.66,1.730765071,0.001212746,200,0.017276689,0,0.001212746,200
